datetime,power_kW,pv_kW,autoconsommation_kW,injection_kW,soutirage_kW,soc,import_after_battery,export_after_battery
2023-01-01 00:00:00+00:00,53.88273877810661,0.0,0.0,0.0,53.88273877810661,0.0,53.88273877810661,0.0
2023-01-01 01:00:00+00:00,38.71945673732002,0.0,0.0,0.0,38.71945673732002,0.0,38.71945673732002,0.0
2023-01-01 02:00:00+00:00,53.56861048006584,0.0,0.0,0.0,53.56861048006584,0.0,53.56861048006584,0.0
2023-01-01 03:00:00+00:00,68.4117283934118,0.0,0.0,0.0,68.4117283934118,0.0,68.4117283934118,0.0
2023-01-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00+00:00,82.8712120840884,0.0,0.0,0.0,82.8712120840884,0.0,82.8712120840884,0.0
2023-01-01 06:00:00+00:00,107.27383013786074,0.0,0.0,0.0,107.27383013786074,0.0,107.27383013786074,0.0
2023-01-01 07:00:00+00:00,149.105501531536,0.0,0.0,0.0,149.105501531536,0.0,149.105501531536,0.0
2023-01-01 08:00:00+00:00,291.9431473636437,13.719077327188756,13.719077327188756,0.0,278.2240700364549,0.0,278.2240700364549,0.0
2023-01-01 09:00:00+00:00,265.5790641286865,63.41004174484372,63.41004174484372,0.0,202.1690223838428,0.0,202.16902238384282,0.0
2023-01-01 10:00:00+00:00,295.65198564089224,105.96287230307632,105.96287230307632,0.0,189.6891133378159,0.0,189.6891133378159,0.0
2023-01-01 11:00:00+00:00,300.9758353094838,131.18806521628585,131.18806521628585,0.0,169.7877700931979,0.0,169.78777009319793,0.0
2023-01-01 12:00:00+00:00,273.74966892484923,136.1071495743074,136.1071495743074,0.0,137.64251935054182,0.0,137.64251935054182,0.0
2023-01-01 13:00:00+00:00,288.50562052693266,120.22872013408684,120.22872013408684,0.0,168.27690039284582,0.0,168.27690039284582,0.0
2023-01-01 14:00:00+00:00,281.1493928121954,85.22674269640943,85.22674269640943,0.0,195.922650115786,0.0,195.92265011578598,0.0
2023-01-01 15:00:00+00:00,279.08127582629686,36.46656011460657,36.46656011460657,0.0,242.61471571169028,0.0,242.61471571169028,0.0
2023-01-01 16:00:00+00:00,289.32647475200093,0.2305727986622469,0.2305727986622469,0.0,289.0959019533387,0.0,289.0959019533387,0.0
2023-01-01 17:00:00+00:00,273.5341721118696,0.0,0.0,0.0,273.5341721118696,0.0,273.5341721118696,0.0
2023-01-01 18:00:00+00:00,163.9918724035554,0.0,0.0,0.0,163.9918724035554,0.0,163.9918724035554,0.0
2023-01-01 19:00:00+00:00,129.4020853182977,0.0,0.0,0.0,129.4020853182977,0.0,129.4020853182977,0.0
2023-01-01 20:00:00+00:00,149.0413337808584,0.0,0.0,0.0,149.0413337808584,0.0,149.0413337808584,0.0
2023-01-01 21:00:00+00:00,176.55805719729688,0.0,0.0,0.0,176.55805719729688,0.0,176.55805719729688,0.0
2023-01-01 22:00:00+00:00,126.0239843481452,0.0,0.0,0.0,126.0239843481452,0.0,126.0239843481452,0.0
2023-01-01 23:00:00+00:00,81.223040772552,0.0,0.0,0.0,81.223040772552,0.0,81.223040772552,0.0
2023-01-02 00:00:00+00:00,110.70796985108151,0.0,0.0,0.0,110.70796985108151,0.0,110.70796985108151,0.0
2023-01-02 01:00:00+00:00,75.93814901502962,0.0,0.0,0.0,75.93814901502962,0.0,75.93814901502962,0.0
2023-01-02 02:00:00+00:00,107.41626265870256,0.0,0.0,0.0,107.41626265870256,0.0,107.41626265870256,0.0
2023-01-02 03:00:00+00:00,109.17915078524815,0.0,0.0,0.0,109.17915078524815,0.0,109.17915078524815,0.0
2023-01-02 04:00:00+00:00,119.4750554637256,0.0,0.0,0.0,119.4750554637256,0.0,119.4750554637256,0.0
2023-01-02 05:00:00+00:00,110.48137706128746,0.0,0.0,0.0,110.48137706128746,0.0,110.48137706128746,0.0
2023-01-02 06:00:00+00:00,253.9382509745845,0.0,0.0,0.0,253.9382509745845,0.0,253.9382509745845,0.0
2023-01-02 07:00:00+00:00,284.3330508116541,0.0,0.0,0.0,284.3330508116541,0.0,284.3330508116541,0.0
2023-01-02 08:00:00+00:00,485.8220713086449,13.560571373499004,13.560571373499004,0.0,472.26149993514593,0.0,472.26149993514593,0.0
2023-01-02 09:00:00+00:00,473.0479754248029,63.2064075358624,63.2064075358624,0.0,409.8415678889405,0.0,409.8415678889405,0.0
2023-01-02 10:00:00+00:00,446.28988027339415,105.8679826907738,105.8679826907738,0.0,340.4218975826203,0.0,340.4218975826203,0.0
